关键词,店铺名称,地理位置,产品名称,产品价格,付款人数,商品ID,浏览停留时间(min),同类商品浏览次数,评论数,收藏数
空气炸锅,苏宁易购官方旗舰店,江苏南京,奥克斯777空气炸锅家用多功能定时全自动大容量空气电炸锅薯条机,289,225人付款,6.32489E+11,12,18,1925,4907
空气炸锅,美菱美加专卖店,浙江金华,美菱空气炸锅家用新款特价大容量全自动正品智能无油多功能薯条机,199.9,280人付款,6.28161E+11,13,10,239,6753
除螨仪,苏泊尔官方旗舰店,上海,苏泊尔除螨仪家用小型紫外线去螨除螨迷你去螨神器床上吸尘器猫毛,189,8500+人付款,6.28242E+11,8,5,3333,3722
除螨仪,螨虫天敌万华丰专卖店,福建厦门,螨虫天敌超声波变频除螨仪小型除螨神器床上家用除螨虫神器除蝻仪,248,97人付款,6.21659E+11,7,6,1119,3768
除螨仪,苏宁易购官方旗舰店,江苏南京,苏泊尔39除螨仪家用床上小型吸尘器除蝻仪紫外线杀菌机去螨虫神器,309,7人付款,6.28563E+11,10,19,4539,5764
除螨仪,小米官方旗舰店,北京,小米米家无线吸尘器lite家用小型大吸力车用除螨清洁器无线手持,499,1654人付款,6.36355E+11,9,4,4975,7135
除螨仪,小米官方旗舰店,北京,小米米家无线除螨仪家用床上吸尘器小型除螨机紫外线杀菌机去螨虫,549,1064人付款,6.01312E+11,7,11,2235,7890
除螨仪,苏泊尔生活电器旗舰店,浙江杭州,苏泊尔无线吸尘器家用小型大吸力静小型音强力除螨吸尘拖地一体机,519,1950人付款,6.38801E+11,4,6,3643,7223
除螨仪,苏泊尔厨房电器旗舰店,上海,苏泊尔除螨仪紫外线杀菌机家用床上去螨虫神器便携除吸小型吸尘器,269,1.0万+人付款,6.28663E+11,2,16,1443,3839
除螨仪,小狗吸尘器官方旗舰店,江苏苏州,小狗无线吸尘器家用小型大吸力吸尘拖地一体机除螨机T11ProRinse,1899,2175人付款,6.39505E+11,13,6,4087,7777
除螨仪,苏泊尔生活电器旗舰店,北京,苏泊尔无线吸尘器家用小型大吸力超强力除螨手持式吸尘拖地一体机,519,882人付款,6.27994E+11,14,6,2921,6069
除螨仪,美的官方旗舰店,广东佛山,美的除螨仪除螨神器除螨床上吸尘器家用床上猫毛除螨仪扫床吸尘器,399,4133人付款,5.62268E+11,2,0,4519,891
除螨仪,dyson戴森官方旗舰店,上海,Dyson戴森V7Mattress除螨仪神器家用小型手持无线床上去螨虫吸尘,1950,457人付款,5.60157E+11,11,13,2260,6500
除螨仪,小狗吸尘器官方旗舰店,江苏苏州,小狗无线擦地吸尘器家用小型大吸力吸拖地一体除螨T12ProRinse,3299,1385人付款,6.44373E+11,4,4,4474,5004
除螨仪,苏泊尔官方旗舰店,上海,苏泊尔无线吸尘器家用小型大吸力强力无线手持式除螨吸尘机清洁机,489,1264人付款,6.28405E+11,5,4,1353,1543
除螨仪,dyson戴森官方旗舰店,上海,新品Dyson戴森V12fluffy轻量手持无线吸尘器小型家用智能除螨虫,4490,235人付款,6.42026E+11,9,7,498,2382
除螨仪,追觅电器旗舰店,江苏苏州,dreame追觅V12手持无线吸尘器家用小型大吸力除螨,2499,282人付款,6.28054E+11,12,8,2436,6291
除螨仪,松下电器旗舰店,上海,松下吸尘器家用小型大吸力无线手持吸尘拖地一体机除螨吸尘机A13,3199,389人付款,6.44565E+11,9,0,1802,4458
除螨仪,美的聚爱轩专卖店,江苏苏州,美的除螨仪家用床上小型紫外线大吸力吸尘器去除螨虫吸尘螨机,399,3171人付款,6.303E+11,6,19,4573,5364
除螨仪,松下生活电器旗舰店,浙江杭州,松下吸尘器家用小型大吸力无线手持车载床上多用除螨仪拖地一体机,2599,769人付款,6.43371E+11,5,6,226,2368
除螨仪,jimmy莱克吉米点标专卖店,江苏苏州,莱克吉米除螨仪B501家用床上吸尘器小型紫外线杀菌除螨虫神器莱克,599,1094人付款,5.78604E+11,7,6,602,1102
除螨仪,lexy莱克嘉平瑞雪专卖店,江苏苏州,莱克吉米除螨仪家用床上吸尘器超声波小型去除螨虫神器拍小侠BX3,699,9500+人付款,6.32148E+11,12,6,1093,5986
除螨仪,奥克斯万博同辉专卖店,浙江宁波,奥克斯除螨仪紫外线杀菌机家用床上去螨虫神器吸尘器床铺除吸小型,159,2.0万+人付款,5.78598E+11,5,7,4198,4959
除螨仪,simisand,上海,国行戴森DysonV10fluffyExtra无线手持吸尘器家用大吸力功率除螨,2830,400人付款,6.31325E+11,7,2,2747,2979
除螨仪,嘉平瑞雪电器,江苏苏州,【佳琦推荐】莱克吉米除螨仪家用床上紫外线去除螨虫神器莱克B302,599,1129人付款,5.51525E+11,11,3,3012,7861
除螨仪,uwant旗舰店,江苏苏州,UWANT布艺沙发清洗机喷抽吸一体机地毯清洁神器多功能除螨吸尘器,1499,571人付款,6.50905E+11,5,17,1102,3355
除螨仪,uwant旗舰店,江苏苏州,UWANT除螨仪家用床上紫外线杀菌机床铺吸尘器手持小型去螨虫神器,799,669人付款,6.50919E+11,6,1,4668,6089
除螨仪,韩夫人旗舰店,浙江宁波,韩夫人无线吸尘器家用大吸力功率强力手持式吸猫毛小型充电除螨机,199,6500+人付款,6.30687E+11,2,8,1651,7551
除螨仪,lexy莱克嘉平瑞雪专卖店,江苏苏州,莱克吉米除螨仪家用床上吸尘器紫外线杀菌机去螨虫神器小型吸尘器,599,1.0万+人付款,5.49681E+11,1,8,2423,2291
除螨仪,brave乾俊,江苏苏州,美国惠而浦！超静音~无线家用吸尘器小型手持式吸拖一体强力除螨,1499,480人付款,6.47945E+11,6,1,979,5398
除螨仪,tb14277847,浙江宁波,小米有品无线吸尘器家用大吸力手持式强力除螨小型大功率一体机,369,2065人付款,6.44278E+11,9,17,849,6241
除螨仪,美的哈登专卖店,湖北武汉,美的无线吸尘器家用小型强力大吸力吸尘拖地一体机手持式地毯除螨,1198,1093人付款,6.29456E+11,11,7,4153,2295
除螨仪,魔都萌肉,福建福州,小米有品吸尘器家用无线小型大吸力猫毛手持强力除螨吸拖地一体机,399,1209人付款,6.40305E+11,10,18,269,1470
除螨仪,德尔玛旗舰店,广东佛山,德尔玛无线吸尘器家用大吸力手持式吸尘机强力除螨小型大功率车载,499,2462人付款,6.31114E+11,13,9,4096,7838
除螨仪,电器9527,江苏苏州,美国惠而浦无线吸尘器家用小型大吸力手持吸尘湿拖地一体机除螨机,1049,751人付款,5.66905E+11,14,12,2824,320
除螨仪,苏宁易购官方旗舰店,江苏南京,小米361米家有线除螨仪家用床上吸尘器小型除螨机紫外杀菌去螨虫,209,3594人付款,6.49675E+11,6,18,179,2526
除螨仪,奥克斯宇田专卖店,浙江宁波,奥克斯吸尘器家用小型手持式大吸力功率除螨机静低噪音超强力车载,99,1.5万+人付款,6.24314E+11,0,5,1145,4092
除螨仪,阳光数码一条街,北京,小米米家有线除螨仪家用床上吸尘器小型除螨机紫外线杀菌机去螨虫,179,2297人付款,6.32408E+11,1,10,444,7606
除螨仪,jinfeng91,北京,国行Dyson戴森V7V8V10V11V12V15FluffyslimAbsolute除螨吸尘器,1630,232人付款,5.34486E+11,9,7,2697,2988
除螨仪,tb_8845234,上海,国行Dyson戴森V7V8v10v11v12v15slim/Fluffy/Absolute除螨吸尘器,1690,1039人付款,5.56914E+11,10,5,3079,6720
除螨仪,韩夫人旗舰店,浙江宁波,韩夫人除螨仪紫外线杀菌机家用床上去螨虫神器吸尘器床铺除吸小型,119,7000+人付款,5.31232E+11,1,7,2340,6206
除螨仪,tb931092836,江苏苏州,德尔玛无线吸尘器小米粒家用型大功率吸力除螨车载手持拖地一体机,339,1259人付款,6.48481E+11,9,3,3956,1067
除螨仪,莱克吉米嘉平瑞雪专卖店,江苏苏州,【薇娅推荐】莱克吉米除螨仪拍小侠家用床上吸尘器除螨虫神器B302,599,1925人付款,5.7864E+11,6,11,1231,311
除螨仪,德尔玛旗舰店,广东佛山,德尔玛吸尘器家用大吸力手持式除螨猫毛小型吸尘机强力车载大功率,159,4047人付款,5.47801E+11,7,1,761,269
除螨仪,midea美的吸尘器旗舰店,广东佛山,美的无线吸尘器家用手持大吸力除螨长续航吸尘拖地一体机P6,1599,714人付款,5.95763E+11,4,12,835,5251
除螨仪,midea美的美一天专卖店,广东广州,美的无线吸尘器家用小型大吸力吸尘拖地一体机强力技术除螨手持式,899,3683人付款,5.99239E+11,10,17,2882,3037
除螨仪,midea美的吸尘器旗舰店,江苏苏州,midea美的吸尘器家用无线手持除螨大吸力吸尘拖地一体机免弯腰P7,2499,341人付款,6.29219E+11,8,0,3865,3520
除螨仪,苏宁易购官方旗舰店,江苏南京,美的118吸尘器除螨仪一机多用家用大吸力无线手持吸拖一体机P6,1599,435人付款,6.19005E+11,3,10,2701,5188
除螨仪,螨虫天敌旗舰店,福建厦门,自动喷雾剂除螨仪小型家用床上免洗被褥祛去除螨虫神器电热杀螨液,78,875人付款,6.23055E+11,14,15,2573,4348
除螨仪,苏泊尔官方旗舰店,上海,苏泊尔除螨仪家用小型紫外线去螨除螨迷你去螨神器床上吸尘器猫毛,189,8500+人付款,6.28242E+11,9,2,3547,6675
除螨仪,螨虫天敌旗舰店,福建厦门,螨虫天敌小型超声波除螨仪除螨器家用床上去螨虫除螨虫神器除蝻仪,248,1135人付款,6.21929E+11,4,19,2742,7652
除螨仪,simisand,上海,国行Dyson戴森V11fluffyextra无线吸尘器手持大吸力除螨,3599,161人付款,6.4362E+11,9,15,4493,5709
除螨仪,海尔官方旗舰店,山东青岛,海尔除螨仪家用床上紫外线杀菌机小型床铺吸螨虫神器吸尘器ZB401G,309,922人付款,5.28673E+11,0,3,2555,5184
除螨仪,海尔官方旗舰店,山东青岛,海尔卧式吸尘器大吸力家用小型地毯手持式强力大功率除螨HZW1207Z,259,939人付款,6.33954E+11,0,8,2729,6464
除螨仪,海尔生活家电旗舰店,江苏苏州,海尔除螨仪家用床上杀菌机手持小型吸尘器两用紫外线去除螨虫神器,429,973人付款,5.43423E+11,10,6,2625,4518
除螨仪,陈卓文666,江苏苏州,美国惠而浦！大吸力~无线吸尘器家用车用小型吸拖一体手持式除螨,1499,305人付款,6.48648E+11,0,8,3666,445
除螨仪,0电器旗舰店,上海,日本正负零深泽直人无线吸尘器家用小型手持大吸力除螨一体吸尘机,1499,521人付款,6.12461E+11,10,0,4728,2844
除螨仪,小米官方旗舰店,北京,小米米家手持无线吸尘器K10Pro家用吸擦一体大吸力除螨清洁器,1999,652人付款,6.44807E+11,9,11,4402,7472
除螨仪,小米官方旗舰店,北京,小米米家手持无线吸尘器1C家用小型大吸力吸尘机车用除螨清洁器,899,1801人付款,6.04228E+11,4,0,2388,3445
除螨仪,苏泊尔官方旗舰店,上海,苏泊尔除螨仪家用小型紫外线去螨除螨迷你去螨神器床上吸尘器猫毛,189,8500+人付款,6.28242E+11,8,7,4644,7432
除螨仪,小狗吸尘器官方旗舰店,北京,小狗无线擦地吸尘器家用小型大吸力吸拖地一体除螨T12PlusRinse,3499,851人付款,6.39552E+11,7,18,204,7116
除螨仪,dyson戴森官方旗舰店,上海,Dyson戴森V8Fluffy+无线手持吸尘器家用小型床上大吸力除螨虫,2990,337人付款,6.46343E+11,12,11,1481,5735
除螨仪,苏泊尔生活电器旗舰店,浙江杭州,苏泊尔除螨仪紫外线杀菌机家用床上去螨虫神器便携除吸小型吸尘器,209,1524人付款,6.46721E+11,8,18,1572,2127
除螨仪,小狗吸尘器官方旗舰店,北京,小狗无线吸尘器家用小型手持式拖地一体机大吸力除螨吸尘机T12Pro,2599,276人付款,6.27937E+11,9,7,1317,4655
除螨仪,lexy莱克嘉平瑞雪专卖店,江苏苏州,【薇娅推荐】莱克吉米除螨仪家用床上除螨虫神器小型杀菌机吸尘器,799,1562人付款,6.20371E+11,5,4,173,7764
除螨仪,韩夫人旗舰店,浙江宁波,韩夫人无线吸尘器家用大吸力功率手持式吸猫毛小型强力充电除螨机,299,2728人付款,5.71454E+11,2,4,101,1547
除螨仪,afiee,江苏苏州,美国惠而浦吸尘器无线超静音家用车用手持式大吸力吸拖一体除螨,1499,485人付款,6.49065E+11,12,3,4346,5177
除螨仪,海尔官方旗舰店,山东青岛,海尔吸尘器家用小型手持式强大吸力地毯除螨沙发宠物小狗毛ZL605B,129,1565人付款,6.4484E+11,10,4,4460,5168
除螨仪,dyson戴森官方旗舰店,上海,Dyson戴森V10轻量版digitalslimfluffy手持无线吸尘器家用除螨,3690,180人付款,6.4466E+11,4,14,2399,1168
除螨仪,洁云电器旗舰店,浙江金华,洁云无线吸尘器家用小型大吸力手持式超静音强力除螨吸拖地一体机,199,1115人付款,6.51109E+11,9,14,2243,1944
除螨仪,supor苏泊尔兆洪专卖店,上海,苏泊尔无线吸尘器家用小型大吸力手持除螨拖地一体机大功率吸尘机,609,405人付款,6.46236E+11,5,15,2918,1455
除螨仪,daewoo小家电旗舰店,广东中山,大宇除螨仪无线手持吸尘器家用卧室床上紫外线除螨虫神器官方旗舰,799,459人付款,6.38902E+11,13,2,740,5877
除螨仪,supor苏泊尔名轩专卖店,安徽马鞍山,苏泊尔吸尘器手持无线家用大吸力强力除螨吸尘机洗脱吸拖地一体机,1199,730人付款,6.36107E+11,1,17,3991,1551
除螨仪,松下生活电器旗舰店,四川成都,松下吸尘器家用小型大吸力无线吸拖一体机手持车载桌面吸尘机除螨,3199,328人付款,6.44973E+11,9,6,4127,5059
除螨仪,鑫诚科技数码馆,上海,小米吸尘器家用无线手持式大吸力吸拖一体除螨静音车载吸尘机地刷,299,782人付款,6.45617E+11,3,8,2923,4306
除螨仪,莱克吉米寻觅有品专卖店,江苏苏州,【薇娅推荐】莱克吉米除螨仪家用床上杀菌机吸尘器去螨虫神器除螨,699,835人付款,6.35302E+11,4,13,3546,6830
除螨仪,莱克兰尔思专卖店,江苏苏州,莱克吉米除螨仪家用床上大功率紫外线杀菌除螨虫神器除螨仪B502-3,699,643人付款,5.50114E+11,2,9,4433,3995
除螨仪,苏泊尔猫座专卖店,上海,苏泊尔吸尘器家用小型大吸力手持装修车用大功率工业除螨吸尘机式,309,1348人付款,6.31281E+11,10,13,3635,597
除螨仪,韩夫人旗舰店,浙江宁波,韩夫人无线吸尘器家用小型大吸力猫毛手持式强力大功率充电除螨机,99,2030人付款,6.21661E+11,9,6,1117,1065
除螨仪,midea美的美一天专卖店,广东佛山,美的吸尘器家用小型大吸力强力手持卧式大功除螨车载吸尘一机多用,499,666人付款,6.07249E+11,1,16,2176,1039
除螨仪,jimmy莱克吉米电器旗舰店,江苏苏州,吉米M5除螨仪紫外线杀菌机家用床上超声波除螨神器除蝻吸尘器莱克,699,674人付款,6.23951E+11,14,10,4765,3498
除螨仪,jimmy莱克吉米电器旗舰店,江苏苏州,吉米M7红外除螨仪床上家用小型紫外线杀菌机超声吸尘螨虫神器莱克,1499,316人付款,5.90654E+11,12,10,1741,4890
除螨仪,追觅电器旗舰店,江苏苏州,dreame追觅V10手持无线吸尘器家用小型大吸力除螨,1499,214人付款,6.04823E+11,7,4,2759,557
除螨仪,海尔官方旗舰店,山东青岛,海尔无线吸尘器家用小型手持充电大吸力除螨吸拖一体多用机G581,1099,192人付款,6.31118E+11,12,17,1469,3845
除螨仪,晓来旗舰店,浙江宁波,Litheli晓来吸尘器家用小型吸拖一体大吸力无线吸尘手持除螨拖把,899,324人付款,6.37634E+11,2,16,3283,2918
除螨仪,莱克兰尔思专卖店,江苏苏州,莱克吉米M7除螨仪家用床上紫外线加热小型除螨虫神器吸尘器B703,1899,246人付款,5.88764E+11,9,6,997,5948
除螨仪,志高宝蓝专卖店,浙江宁波,志高吸尘器小型家用手持式大吸力功率有线机除螨机超强力车载猫毛,109,1877人付款,6.40045E+11,5,10,3104,4566
除螨仪,非常满意商城,江苏苏州,德国菲沃斯无线吸尘器家用大吸力手持小型强力除螨吸尘拖地一体机,799,506人付款,6.03534E+11,11,4,305,337
除螨仪,美的官方旗舰店,江苏苏州,美的除螨仪除螨神器除螨床上吸尘器家用床上吸毛器宠物官方旗舰店,399,453人付款,6.18781E+11,2,3,2688,4449
除螨仪,苏泊尔官方旗舰店,上海,苏泊尔小型除螨仪家用床上吸尘器强力紫外线杀菌机除螨虫神器多用,339,435人付款,5.5475E+11,11,12,3365,2191
除螨仪,oja电器旗舰店,广东深圳,OJA智能除螨仪家用床上螨虫神器紫外线杀菌机手持式高温吸尘器,699,554人付款,6.29538E+11,12,5,4229,1604
除螨仪,螨虫天敌旗舰店,福建厦门,自动喷雾剂除螨仪小型家用床上免洗被褥祛去除螨虫神器电热杀螨液,78,875人付款,6.23055E+11,14,15,3395,1725
除螨仪,螨虫天敌旗舰店,福建厦门,螨虫天敌小型超声波除螨仪除螨器家用床上去螨虫除螨虫神器除蝻仪,248,1135人付款,6.21929E+11,8,5,2789,7342
除螨仪,苏泊尔官方旗舰店,上海,苏泊尔除螨仪家用小型紫外线去螨除螨迷你去螨神器床上吸尘器猫毛,189,8500+人付款,6.28242E+11,11,16,4062,4298
